itemid,label,linksto
5596,INTRATHECAL,chartevents
5600,L fem art bp,chartevents
4169,EDC,chartevents
4171,Time,chartevents
4175,Admit Reason,chartevents
4180,Current Level,chartevents
4181,Highest Level,chartevents
4183,Birthweight (kg),chartevents
4184,Apgar      1 min,chartevents
4185,5 min,chartevents
4186,10 min,chartevents
4187,Length Calc Inches,chartevents
4188,Length in cm,chartevents
4189,Sucrose,chartevents
4191,zzzgth   Calc   (cm),chartevents
4192,zzzzth in Centimeter,chartevents
4204,CIRC CARE,chartevents
4208,Bath + Shampoo,chartevents
4209,eye exam,chartevents
4210,Glycerine Suppos.,chartevents
4212,HEPARIN FLUSH,chartevents
4213,Pressure Transducer,chartevents
4214,acycloviv,chartevents
4215,cefotaxime,chartevents
4217,Hep Flush,chartevents
4218,miconozole powder,chartevents
4219,Lasix,chartevents
4220,ceftazidime,chartevents
4223,Bacitracin ointment,chartevents
4225,Heparin flush,chartevents
4227,lytes,chartevents
4228,circumcision site,chartevents
4230,Eye exam,chartevents
4231,NaCl,chartevents
4234,nystatin oral suspen,chartevents
4235,Aquaphor,chartevents
4236,DESITIN,chartevents
4237,Glycerin supp,chartevents
4238,Eye Exam,chartevents
4239,Caffeine bolus,chartevents
4240,glycerine,chartevents
4241,polyvisol,chartevents
4243,glycerin supp,chartevents
4244,tobradex ointment,chartevents
4246,Combivent puffs,chartevents
4247,KCL supps,chartevents
4248,Hydrocele:,chartevents
4249,IPV,chartevents
4250,Poly Vi Sol,chartevents
4251,glycerine supp,chartevents
4252,Acyclovir,chartevents
4254,Broviac Dsg:,chartevents
4256,Cefotaxime,chartevents
4262,Neuro consult,chartevents
4263,PICC,chartevents
4264,Shunt Site,chartevents
4266,abdomen dsg.,chartevents
4267,heparin flush,chartevents
4268,left head dsg.,chartevents
4271,Prune juice,chartevents
4272,Ranitidine,chartevents
4273,Zantac,chartevents
4278,Caffeine Bolus,chartevents
4279,Hep flush,chartevents
4281,Polyvisol,chartevents
4282,Bath:,chartevents
4285,Broviac site/dsg,chartevents
4286,NONNUTRITIVE SUCKING,chartevents
4289,Baptism,chartevents
4291,Fosphenytoin,chartevents
4292,artificial tears,chartevents
7854,R leg(cast)cap refil,chartevents
7856,bruit,chartevents
7858,gent opthalmic,chartevents
7861,EEG/Cont,chartevents
7862,Nephrostomy Tube LLQ,chartevents
7863,Mag Sulfate    mg/hr,chartevents
7865,mag sulfate gm/hr,chartevents
7869,PERCUSSION,chartevents
7871,elemental calcium,chartevents
7875,umbi hrenia,chartevents
7882,L leg perfusion,chartevents
7884,RR,chartevents
7885,Glucagon infusion,chartevents
7887,Hand perfusion,chartevents
7888,gentamycin opthalmic,chartevents
7890,nystatin oint.,chartevents
7892,ecmp pump flow,chartevents
7896,teeth brushed,chartevents
7901,T Disconnect,chartevents
7902,OPIUM SOL'N.,chartevents
7903,Exercises,chartevents
7907,bed roation,chartevents
7908,T-disconnect,chartevents
7909,VAP mouth,chartevents
7910,Post Ductal Sat,chartevents
7911,Pre ductal Sat,chartevents
7914,Insulin Guideline,chartevents
7915,Pt./Family Informed,chartevents
7919,Tdisconnect,chartevents
7920,humalog insulin pump,chartevents
7921,Brush Teeth,chartevents
7924,Bacitracin oint.,chartevents
7925,thumb pulse checks,chartevents
7928,glucagon mg/hr,chartevents
7934,nystatin S&S,chartevents
7936,Aquaphour,chartevents
7940,Xylocaine 2% Jelly,chartevents
7943,Sigh pressr/rate,chartevents
7947,"Splint off,skin chk",chartevents
7948,30mmol NAPHOS,chartevents
7949,Calcium for CVVH,chartevents
7951,gt site,chartevents
7953,Right groin,chartevents
7954,CSM of left toes,chartevents
7955,CSM of right toes,chartevents
7958,Amiodorone mg/hr,chartevents
7961,T-DISCONNECT,chartevents
7965,methhemoglobin,chartevents
7966,pleural fluid pH,chartevents
7967,vacuum assist,chartevents
7968,DRIVE P.,chartevents
7969,ATC size,chartevents
7973,adductor pillow,chartevents
7976,mucous fistula L,chartevents
7981,G tube dsg,chartevents
7982,Bivona secured at 8,chartevents
7983,Hydrocele,chartevents
7985,Orapred,chartevents
7988,Inhaled Nitric Oxide,chartevents
7992,Stomahesive Powder,chartevents
7998,Versed mg/kg/hr,chartevents
8000,Mucamyst,chartevents
8001,Flolan ng/kg/min,chartevents
8010,multivitamins,chartevents
8011,chest binder,chartevents
8014,T-discon,chartevents
8019,cefixime,chartevents
8021,AutoRotation,chartevents
8025,Panpropazole mg/hr,chartevents
8026,Ilex oint,chartevents
8027,ted stocking,chartevents
8028,PROTONIX MG/H,chartevents
8031,KETAMINE 200mgm/50ML,chartevents
8033,NC,chartevents
8034,Criticaid/Powder,chartevents
8035,MultiPodus Boot,chartevents
8037,Ketamine 100mg/50ml,chartevents
8042,Immodium,chartevents
8044,HeliOx press,chartevents
8048,C.O.,chartevents
8053,SIGH PEEP LEVEL,chartevents
8054,deistin,chartevents
8058,bed percussion,chartevents
8059,TANK PRES NO,chartevents
8060,High NO2,chartevents
8061,low NO,chartevents
8065,Brace,chartevents
8067,HIGH NO2,chartevents
4557,cefazolin,chartevents
4560,Umbilical hernia,chartevents
4561,bacitracin oint,chartevents
4562,non nutritive suck,chartevents
4564,Nystatin oral,chartevents
4565,miconazole cream,chartevents
4566,oral thrush,chartevents
4568,circ site,chartevents
4571,skin,chartevents
4576,pre ductal sat,chartevents
4578,grunting,chartevents
4579,Hydralazine,chartevents
4585,circ,chartevents
4587,Meropenem,chartevents
4588,trach aspirate,chartevents
4590,zosyn,chartevents
4595,Criticaid,chartevents
4597,Abdominal US,chartevents
4599,Hepatitis B Vaccine,chartevents
4601,Bath demo,chartevents
4603,Trach/Size,chartevents
4604,poly-vi-sol,chartevents
4605,bath demo,chartevents
4606,hernia,chartevents
4607,tylenol,chartevents
4613,circ. site,chartevents
4615,Mylicon,chartevents
4617,Neurology consult,chartevents
4618,ferinsol,chartevents
4619,Nystatin Powder,chartevents
4620,monilial rash,chartevents
4622,miconazole powder,chartevents
4623,Circumcision site,chartevents
4625,Nystatin ointment,chartevents
4630,cord care,chartevents
4632,Glycerin Supp,chartevents
4636,Umb Hernia,chartevents
4638,atropine eye drops,chartevents
4639,tobradex,chartevents
4641,desitin,chartevents
4643,poly vi sol,chartevents
4645,PRED FORTE DROPS,chartevents
4646,Knee Abrasions,chartevents
4647,normal saline bolus,chartevents
4648,chloral hydrate,chartevents
4649,Adenosine,chartevents
4650,Umbilical Hernia,chartevents
4651,BABY BATH,chartevents
4652,Hernia Repair,chartevents
4654,Hepatitis B vaccine,chartevents
4660,Bactroban ointment,chartevents
4661,Bactoban,chartevents
4663,CIRC,chartevents
4666,head,chartevents
4669,Cardiology consult,chartevents
4670,heprin lock,chartevents
4672,Head Circ.,chartevents
4674,Metocloprimide,chartevents
4676,Critic-aid,chartevents
4677,nystatin powder,chartevents
4678,Atropine Oint.,chartevents
4679,KPHOS,chartevents
4680,co-bedding,chartevents
4681,triple abx oint,chartevents
4683,KPhos,chartevents
4684,Synthroid,chartevents
4685,Zantac(Ranitidine),chartevents
4686,broviac lt saphenou.,chartevents
4689,Genetics consult,chartevents
4692,Atropine eye drops,chartevents
4693,Bacitracin Eye Oint,chartevents
4694,Cosopt,chartevents
4695,PredForte,chartevents
4696,Calcium Glubionate,chartevents
4698,Gtube site,chartevents
4701,Stoma,chartevents
4702,Vit D,chartevents
4705,Skin tags,chartevents
4706,initial bath,chartevents
4707,Circ,chartevents
4708,umbi hernia,chartevents
4709,Humatrope,chartevents
4712,SPIT,chartevents
4713,Heplock flush,chartevents
4715,penicillin,chartevents
4716,acyclovir,chartevents
4718,Broviac dsg Change,chartevents
4719,Ca Glubionate,chartevents
4720,K Phos,chartevents
4721,Hernias,chartevents
4722,Atropine eye oint,chartevents
4723,Metoclopramide,chartevents
4724,Pred Forte,chartevents
4726,ZANTAC,chartevents
4727,mitoclopramide,chartevents
4729,Miconazole powder,chartevents
4732,Keflex,chartevents
4735,BACITRACIN OINTMENT,chartevents
4736,COSOPT DROPS,chartevents
4737,PREDFORTE DROPS,chartevents
4738,RANITIDINE,chartevents
4739,prune juice,chartevents
4740,Keflex pg/po,chartevents
4743,Circumcision Site,chartevents
4744,NYSTATIN,chartevents
4750,Hyperoxia test,chartevents
4761,ORL consult,chartevents
4762,Penicillin,chartevents
4769,rash,chartevents
4770,Umbi Hernia,chartevents
4773,Poly-Vi-Sol,chartevents
4783,picc placement,chartevents
4784,desitin ointment,chartevents
4788,aldactone,chartevents
4789,hyperoxia,chartevents
4790,simethicone,chartevents
4791,Circ Care,chartevents
4792,bacitracin,chartevents
4793,nystatin cream,chartevents
4795,nystatin,chartevents
4797,Nystatin Oint,chartevents
4799,synthroid,chartevents
4801,Bath+Shampoo,chartevents
4803,GT Site,chartevents
4805,DIAZOXIDE,chartevents
4806,Gentamycin,chartevents
4807,RASH,chartevents
4810,Prilosec,chartevents
4812,Bacitracin,chartevents
4813,nutrition labs,chartevents
4816,heprin flush,chartevents
4817,IVIG,chartevents
4820,HEP FLUSH,chartevents
4821,IV Zantac,chartevents
4822,Mylanta,chartevents
4823,PRILOSEC,chartevents
4824,triple abx oint.,chartevents
4833,SaO2 (post),chartevents
4840,desitin cream,chartevents
4842,Nystatin (PO),chartevents
4843,calciferol,chartevents
4844,Nystatin Ointment,chartevents
4849,umbi care,chartevents
4850,diaper rash,chartevents
4852,Tobradex ointment,chartevents
4855,Urine culture,chartevents
4856,hydrocele,chartevents
4858,AZT,chartevents
1210,HFO min. pres. alarm,chartevents
1211,Insp Time %,chartevents
1212,EOMs,chartevents
1213,shoulder shrug r/l,chartevents
1214,smile,chartevents
1215,swallow,chartevents
1216,tongue,chartevents
1217,vision,chartevents
1218,rotating bed,chartevents
1219,PASat,chartevents
1220,Psa02,chartevents
1221,RAD. ALINE,chartevents
1222,VASOPRESSIN,chartevents
1223,HIGH EXHALED MIN VOL,chartevents
1224,Heliox PSI,chartevents
1225,check bruit l arm,chartevents
1226,Pantoprazole mg/hr,chartevents
1227,autopeep,chartevents
1228,aerosol mask,chartevents
1229,sling,chartevents
1230,peri care,chartevents
1231,side rails padded,chartevents
1232,RLE Aspiration Site,chartevents
1233,heliox,chartevents
1286,PT,chartevents
1310,FINGERSTICK GLUCOSE.,chartevents
1311,XIGRIS,chartevents
1312,abductor pillow,chartevents
1313,High Exhaled min vol,chartevents
1314,r leg drsg change,chartevents
1315,T-pice,chartevents
1316,left foot dressing,chartevents
1317,DEMEROL,chartevents
1321,map,chartevents
1322,rad. aline,chartevents
1323,high exhaled min.vol,chartevents
1324,nif,chartevents
1325,vc,chartevents
1326,chest tube drsgs.,chartevents
1327,vasopressin unit/min,chartevents
1328,Cartridge/Bag Change,chartevents
1329,Initials (2 RNs) [RN #1],chartevents
1330,Med Wasted [Drug],chartevents
1331,Protonix mg/hr,chartevents
1332,pulse,chartevents
1333,perineum care,chartevents
1334,MDI # 4 (drug/puffs),chartevents
1335,Tacrolimus,chartevents
1336,Protonix,chartevents
1337,Riker-SAS Scale,chartevents
1338,L stump dsg changed,chartevents
1339,bed rotation q2hrs.,chartevents
1340,high minute volume,chartevents
1341,PULSE,chartevents
1342,fentanyl,chartevents
1343,versed,chartevents
1346,l upper body drsg,chartevents
1348,podus boots,chartevents
1350,ionized calcium,chartevents
1352,urine pH,chartevents
1353,multi podus,chartevents
1354,vanco peak,chartevents
1355,Fentanyl IV,chartevents
1356,Rubinul IV,chartevents
1357,versed IV,chartevents
1358,ciwa,chartevents
1359,complete bath,chartevents
1360,face mask 02%,chartevents
1361,mcgs Fentanyl IV,chartevents
1362,mg Versed IV,chartevents
1363,Bivalirudin,chartevents
1364,ALCOHOL BATH,chartevents
1365,periph edema,chartevents
1366,CCI,chartevents
1367,CCO,chartevents
1368,dressing changes,chartevents
1369,COMPLETE BATH,chartevents
1370,Demerol,chartevents
1371,cco,chartevents
1372,ci,chartevents
1373,svr,chartevents
1374,ICP Right,chartevents
1375,bed bath,chartevents
1376,NEB,chartevents
1377,bivalirudin,chartevents
1378,Continuous CI,chartevents
1379,Continuous CO,chartevents
1380,High exhaled min.vol,chartevents
1381,ARGATROBAN,chartevents
1382,bedbath,chartevents
1383,high minute vol.,chartevents
1384,MultiPodus Splints,chartevents
1385,NO tank,chartevents
1386,nitric,chartevents
1387,Multipodus Splints,chartevents
1388,decub drsg.,chartevents
1389,egg crate,chartevents
1390,DO2,chartevents
1391,DO2I,chartevents
1393,F-Ideal Body Wgt Kg,chartevents
1394,Height Inches,chartevents
1395,M-Ideal Body Wgt Kg,chartevents
1397,RSBI (<100),chartevents
1398,RVEDV,chartevents
1401,zzO2AV,chartevents
1402,zzO2AVI,chartevents
1404,Bladder pressure,chartevents
1405,L AND R CALF DRSG,chartevents
1406,L AND R HEEL DRSG,chartevents
1407,CIWA SCALE,chartevents
1408,foley irrigated.,chartevents
1409,incentive spiromety,chartevents
1410,IS,chartevents
1411,Bladder Pressure,chartevents
1412,fentanyl iv,chartevents
1413,midazolin iv,chartevents
1414,rubinol,chartevents
1415,robinul,chartevents
1416,picc,chartevents
1417,L&R DECUB DRSG CHGE,chartevents
1418,multipodus boots,chartevents
1419,FLOLAN,chartevents
1420,Aggitation,chartevents
1421,Anxiety,chartevents
1422,Ataxia,chartevents
1423,Auditory Disturbance,chartevents
1424,CIWA Sum Total,chartevents
1425,Daily Wake Up,chartevents
1426,Drowsiness,chartevents
1427,GI Prophylaxis [Drug #1],chartevents
1428,Headache,chartevents
1429,Insomnia,chartevents
1430,Nausea and Vomiting,chartevents
1431,Orient/Clouding Sens,chartevents
1432,Paroxysmal Sweats,chartevents
1433,Seizure,chartevents
1434,Slurred Speech,chartevents
4377,circumcision,chartevents
4381,Potassium Phosphate,chartevents
4383,Aldactone,chartevents
4385,metoclopramide,chartevents
4386,ranitidine,chartevents
4388,EYE EXAM,chartevents
4389,Nystatin powder,chartevents
4390,Nystatin Cream,chartevents
4391,gentamycin,chartevents
4400,cefotoxime,chartevents
4406,Poly-vi-sol,chartevents
4407,Polivisol,chartevents
4410,umbilical hernia,chartevents
4412,caffeine bolus,chartevents
4414,cyclopentolate 1%,chartevents
4415,Ceftazidime,chartevents
4417,Erythro eye oint,chartevents
4419,Hep B,chartevents
4420,Narcan,chartevents
4426,Cefazolin,chartevents
4428,Bronch,chartevents
4430,NS eye drops,chartevents
4433,EMLA,chartevents
4435,Circ. Site,chartevents
4436,Circ care,chartevents
4437,Bathed,chartevents
4441,trach care/site,chartevents
4444,Water bed,chartevents
4445,Bath and Shampoo,chartevents
4446,caffeine,chartevents
4448,Erythropoetin SQ,chartevents
4449,Cardiac consult,chartevents
4451,aclyclovir,chartevents
4457,Chest tube fluc,chartevents
4458,chest tube air leak,chartevents
4459,trach collar,chartevents
4461,COMBIVENT,chartevents
4462,Flovent,chartevents
4466,hep B,chartevents
4467,hep b,chartevents
4472,Hep B immunization,chartevents
4475,Insulin,chartevents
4476,PICC line placement,chartevents
4477,narcan,chartevents
4478,triple antibiotic,chartevents
4480,zantac,chartevents
4483,Splint,chartevents
4484,Toes,chartevents
4486,k phosphate,chartevents
4487,Bilat Ing Hernias  s,chartevents
4490,NAS Score,chartevents
4496,Hep. Flush,chartevents
4497,PENICILLIN G,chartevents
4501,DOPAMINE DRIP,chartevents
4502,ADEK vitamins,chartevents
4503,Actigall,chartevents
4504,Heparin Flush,chartevents
4505,Polyvisol po,chartevents
4508,Na supp,chartevents
4511,Amoxicillin,chartevents
4513,sponge bath,chartevents
4514,Chromosomes,chartevents
4518,Tent,chartevents
4519,Atropine Opthamic,chartevents
4520,Tobradex opthalmic,chartevents
4523,PDA incision site,chartevents
4524,Acetominophen,chartevents
4525,Glycerin suppository,chartevents
4526,lacrilube,chartevents
4527,heparin,chartevents
4532,Indomethacin,chartevents
4534,Circ Site,chartevents
4538,amoxicillin,chartevents
4539,Nystatin,chartevents
4540,Simethicone,chartevents
4542,Tobradex,chartevents
4543,UMBI HERNIA,chartevents
4544,Glycerine Supp.,chartevents
4545,CPR,chartevents
4548,nystatin ointment,chartevents
4549,criticaid,chartevents
4551,Triple ABX cream,chartevents
4553,Glycerin Supp.,chartevents
4555,Circ. site,chartevents
4556,Hearing Screen,chartevents
619,Respiratory Rate Set,chartevents
620,Responds to Stimuli [Type],chartevents
621,Restraint Location,chartevents
622,Restraint Type,chartevents
623,Restraints Evaluated,chartevents
624,Return Pressure mmHg,chartevents
625,SVI,chartevents
626,SVR,chartevents
627,SVRI,chartevents
628,Sedation Score,chartevents
629,Seizure Activity,chartevents
630,Seizure Duration,chartevents
631,Sensitivity-Vent,chartevents
632,Sensory Level,chartevents
637,Side Rails,chartevents
638,Sigh Rate,chartevents
639,Sigh Tidal Volume,chartevents
640,Significant Events,chartevents
641,Sitter,chartevents
642,Skin Care,chartevents
643,Skin Color,chartevents
644,Skin Integrity,chartevents
645,Skin [Temperature],chartevents
646,SpO2,chartevents
647,Spare Trach Present,chartevents
648,Speech,chartevents
649,Spiritual Support,chartevents
650,Spon Minute VE L/min,chartevents
651,Spon RR (Mech.),chartevents
652,Spon. Vt (L) (Mech.),chartevents
653,Spont. Resp. Rate,chartevents
654,Spont. Tidal Volume,chartevents
655,Spontaneous Movement,chartevents
656,Sputum [Color],chartevents
657,Sputum Source,chartevents
659,Stool [Color],chartevents
660,Stool Guaiac,chartevents
661,Stool Management,chartevents
662,Stroke Volume,chartevents
663,Support Systems,chartevents
664,Swan SVO2,chartevents
665,System Integrity,chartevents
666,Systolic Unloading,chartevents
667,TCPCV Apnea Settings,chartevents
668,TCPCV Fixed I Time,chartevents
669,TCPCV I:E Ratio,chartevents
670,TCPCV Insp. Pressure,chartevents
671,TCPCV Insp. Time,chartevents
672,TCPCV-MAP,chartevents
673,TOF Response/Twitch,chartevents
674,Temp. Site,chartevents
676,Temperature C,chartevents
677,Temperature C (calc),chartevents
678,Temperature F,chartevents
679,Temperature F (calc),chartevents
680,Therapeutic Bed,chartevents
681,Tidal Volume,chartevents
682,Tidal Volume (Obser),chartevents
683,Tidal Volume (Set),chartevents
684,Tidal Volume (Spont),chartevents
686,Total PEEP Level,chartevents
687,Trach Care,chartevents
688,Trach [Cuff],chartevents
689,Trach Date,chartevents
690,Trach Size,chartevents
691,Tracheostomy Cuff,chartevents
692,Tracheostomy Type,chartevents
693,Tract/Imm Location#1,chartevents
694,Tract/Imm Location#2,chartevents
695,Tract/Imm Location#3,chartevents
696,Tract/Imm Location#4,chartevents
697,Traction/Immobile #1,chartevents
698,Traction/Immobile #2,chartevents
699,Traction/Immobile #3,chartevents
700,Traction/Immobile #4,chartevents
701,Transcut Pacer Rate,chartevents
702,Transcut Pad Place,chartevents
703,Transcutan Pacer,chartevents
704,Turn,chartevents
705,Untoward Effect,chartevents
706,Urine [Color],chartevents
